number,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,original_c,original_i,original_o,stander_c,stander_i,stander_o,total
40547,2,1,2,2,1,1,3,2,1,4,1,5,5,3,4,5,3,5,2,5,3,5,4,2,3,2,3,1,1,16,7,15,6,3,8,38
40548,3,1,2,1,1,1,2,3,1,5,4,5,5,4,2,4,5,3,2,5,3,2,2,4,2,2,2,1,2,18,12,10,7,6,5,40
40549,2,1,2,2,1,1,2,3,1,5,1,5,5,2,4,4,3,3,2,3,3,2,2,2,3,2,2,1,2,14,14,17,6,7,9,45
40552,3,1,1,2,3,3,2,2,1,1,3,1,5,3,1,3,2,4,1,3,2,3,2,1,3,3,1,3,2,17,8,9,7,3,5,34
40554,2,1,3,5,3,5,3,3,1,5,3,3,4,3,4,4,2,3,2,3,3,1,2,2,3,2,1,1,2,15,8,7,6,3,4,30
40555,2,1,1,4,3,5,3,1,1,5,5,3,5,3,2,4,2,3,2,3,3,1,2,2,3,2,5,1,2,15,9,10,6,2,5,34
40556,2,1,4,3,3,2,3,2,1,5,4,5,5,4,4,4,1,1,2,3,1,1,2,1,1,2,2,1,2,21,11,9,9,5,5,41
40557,3,2,2,2,3,2,3,3,1,1,3,2,5,3,2,5,5,3,2,5,1,1,1,1,1,2,1,1,1,21,6,7,9,2,4,34
40559,2,2,2,3,3,3,2,2,1,5,4,5,2,3,3,4,3,2,2,5,1,2,2,2,1,1,1,1,3,14,11,14,6,5,7,39
40560,3,2,1,4,4,3,2,1,1,5,2,2,4,3,2,3,2,4,2,3,3,1,1,1,1,3,1,1,1,20,16,10,8,8,5,46
40561,2,2,2,2,2,2,2,2,2,5,1,5,5,3,2,4,5,4,2,3,1,2,2,2,1,1,3,1,3,13,13,10,5,6,5,36
40562,3,1,3,2,3,1,3,4,2,2,3,5,4,3,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,19,13,12,8,6,6,44
40564,3,1,2,4,3,5,3,2,1,2,3,5,5,2,3,3,1,3,2,3,3,3,2,2,2,2,1,1,2,11,6,14,4,2,7,31
40565,2,2,2,2,1,2,2,2,3,2,1,5,4,3,2,4,5,2,1,5,1,2,3,3,2,2,1,3,1,15,12,10,6,6,5,37
40566,2,2,4,3,3,4,4,2,1,5,2,2,5,3,2,5,5,3,2,5,1,1,1,1,1,2,1,1,1,15,4,13,6,1,7,32
40576,3,1,1,5,3,5,3,4,2,3,5,5,4,2,4,4,1,3,2,3,3,1,2,4,4,2,2,1,1,15,11,11,6,5,6,37
40580,3,1,2,4,3,1,2,3,1,5,3,4,3,3,3,3,3,3,5,5,1,2,3,2,3,2,1,1,2,17,15,9,7,8,5,41
40581,3,1,2,4,3,1,2,2,1,5,3,4,5,3,4,4,2,2,4,5,3,1,2,2,4,2,1,1,1,11,10,10,4,5,5,31
40583,1,1,1,4,3,5,4,1,1,5,1,1,4,3,1,4,2,5,2,1,3,1,3,2,3,3,2,3,1,15,12,16,6,6,8,43
40584,1,1,2,2,3,2,3,3,2,5,4,5,4,3,3,4,3,3,2,3,1,1,2,3,4,2,1,3,1,18,9,6,7,2,3,33
40586,2,1,4,2,3,2,3,1,1,2,4,4,2,3,5,3,3,1,2,2,3,2,3,2,2,2,2,1,3,14,10,13,6,5,7,37
40587,3,1,4,2,2,2,3,2,3,1,2,2,2,3,2,3,3,3,2,2,3,3,1,3,3,3,3,1,2,15,8,13,6,3,7,36
40589,3,1,4,2,1,2,3,2,2,5,4,5,2,3,1,4,2,1,2,5,3,2,3,4,3,2,4,1,3,16,10,9,6,5,5,35
40591,2,1,2,4,3,5,3,2,1,5,2,2,2,2,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,13,6,16,5,2,8,35
40593,3,1,2,4,3,1,3,4,2,5,4,2,2,4,1,3,2,2,2,2,3,2,2,3,3,1,1,1,1,11,13,10,4,6,5,34
40594,3,1,4,3,3,1,3,2,1,5,1,3,2,4,2,4,1,5,2,2,3,1,1,2,3,1,5,1,1,18,10,8,7,5,4,36
40598,3,2,2,4,3,5,2,4,4,5,5,5,5,4,3,4,3,3,2,5,3,3,2,3,3,2,2,1,3,16,11,14,6,5,7,41
40599,3,1,2,4,3,1,2,3,1,3,1,1,1,3,1,4,1,4,2,1,1,2,2,1,1,2,1,1,1,19,8,10,8,3,5,37
40600,2,2,2,2,3,2,3,1,3,5,3,5,4,3,4,4,2,2,2,5,3,2,3,3,5,2,2,3,3,9,9,11,3,2,6,29
40602,2,2,1,4,3,4,3,1,1,1,3,5,4,4,3,3,2,3,2,3,1,2,2,2,3,4,1,1,4,15,7,11,6,3,6,33
40603,3,2,2,4,3,3,2,1,1,1,3,4,4,2,3,4,2,3,2,3,1,2,3,2,3,2,1,3,4,15,9,13,6,2,7,37
40606,3,1,2,4,4,1,2,1,1,4,4,5,5,3,3,3,1,4,2,1,3,4,2,1,1,3,2,1,1,9,13,17,3,6,9,39
40607,3,1,1,4,3,1,2,1,1,2,4,4,4,2,4,3,2,1,2,3,3,2,3,4,4,2,1,1,2,14,7,7,6,3,4,28
40608,2,2,5,5,3,5,3,2,2,5,3,5,5,2,3,4,5,5,5,5,1,1,2,1,4,2,1,1,3,15,5,9,6,1,5,29
40609,2,1,1,4,3,4,3,1,1,5,3,5,5,3,4,5,1,4,2,5,3,4,5,5,4,2,1,1,2,10,6,18,4,2,9,34
40613,2,1,2,2,3,2,3,1,1,5,5,5,5,3,5,5,5,4,2,5,1,5,5,1,3,2,1,1,2,4,15,19,1,8,10,38
40614,2,2,2,2,1,2,2,1,1,5,3,5,5,3,5,5,5,4,2,5,1,5,5,1,3,2,1,1,2,4,13,17,1,6,9,34
40615,2,2,2,2,1,1,4,1,1,5,4,5,5,1,5,4,5,1,3,5,3,2,5,1,1,2,1,1,5,9,18,13,3,10,7,40
40618,3,1,2,2,3,3,2,1,2,5,3,5,5,2,3,4,5,3,2,5,3,3,4,1,4,2,1,3,3,12,9,13,5,2,7,34
40619,2,1,1,4,3,5,3,2,2,5,5,5,5,3,3,4,2,2,2,3,3,2,2,3,4,2,1,6,3,17,11,14,7,5,7,42
40621,2,1,1,4,3,2,2,1,2,5,3,4,3,3,4,4,3,3,3,3,1,2,2,4,4,2,1,1,2,13,12,14,5,6,7,39
40622,2,1,2,4,3,2,2,2,1,5,5,5,4,2,2,5,5,5,2,5,3,2,2,4,3,5,5,3,2,12,12,13,5,6,7,37
40623,3,1,1,4,3,5,3,1,1,5,5,4,4,2,3,4,1,3,3,3,3,2,2,4,4,2,1,1,2,13,12,13,5,6,7,38
40625,3,1,2,4,3,1,2,2,2,5,1,2,4,4,2,4,2,3,2,3,3,1,2,2,3,3,1,1,2,15,7,12,6,3,6,34
40626,3,1,2,4,3,1,1,4,1,5,1,2,5,3,3,4,2,4,2,3,3,1,2,4,4,2,1,3,2,13,11,11,5,5,6,35
40627,2,1,2,4,3,1,2,2,1,5,1,2,5,3,3,4,2,3,5,3,3,1,2,4,2,1,1,3,2,19,7,10,8,3,5,36
40629,2,1,2,4,3,3,3,4,3,5,3,5,4,3,3,4,1,1,2,3,1,2,3,2,3,2,2,3,2,13,11,8,5,5,4,32
40632,3,5,1,4,5,4,5,5,5,4,2,2,5,5,4,3,4,2,4,4,5,1,3,5,1,1,1,3,5,8,14,8,3,7,4,30
40635,3,1,4,5,4,2,4,2,4,5,1,4,4,3,4,2,1,4,4,5,2,2,5,4,4,4,4,4,5,13,5,12,5,1,6,30
40637,3,1,3,4,3,3,1,1,1,5,4,2,1,1,4,3,3,3,3,3,1,5,1,1,1,3,1,1,1,13,10,13,5,5,7,36
40638,3,1,3,3,1,1,2,3,2,3,3,5,4,3,2,4,3,1,5,5,3,4,3,2,3,2,3,2,2,11,12,14,4,6,7,37
40639,3,1,3,3,1,1,2,3,2,3,3,5,4,3,2,4,3,1,5,5,3,4,3,2,3,2,3,2,2,11,12,14,4,6,7,37
40640,3,1,2,2,1,1,4,3,3,5,4,2,4,4,2,4,2,3,2,3,1,2,1,4,1,2,1,3,2,14,6,16,6,2,8,36
40642,2,1,2,4,3,5,4,3,1,5,2,4,4,2,2,1,1,2,2,1,1,2,1,2,2,3,1,1,2,14,11,14,6,5,7,39
40643,3,1,2,4,3,5,3,2,2,5,3,4,2,1,3,4,2,3,2,3,3,2,2,4,3,2,1,1,2,17,9,12,7,2,6,38
40647,2,1,2,3,3,2,3,2,2,2,1,4,2,4,1,4,2,1,2,2,3,2,1,4,2,4,1,1,3,14,12,9,6,6,5,35
40658,2,1,2,4,3,5,3,3,1,5,1,3,5,3,3,3,4,5,4,5,3,5,2,4,3,2,1,1,3,12,9,15,5,2,8,36
40660,2,1,3,2,3,1,3,3,2,5,1,2,2,3,2,4,2,3,2,2,3,1,2,2,2,3,2,1,2,19,7,9,8,3,5,35
40662,3,1,2,4,3,1,2,2,1,2,1,5,5,3,1,4,2,1,2,4,3,2,5,3,4,2,1,1,5,17,9,12,7,2,6,38
40663,2,1,2,4,3,5,2,2,1,5,2,5,2,3,3,2,1,1,2,3,3,1,3,2,3,3,3,1,3,15,10,12,6,5,6,37
40666,3,1,1,3,3,1,3,3,1,2,3,4,4,3,3,3,2,3,2,3,3,1,2,2,2,2,1,1,1,16,9,2,6,2,1,27
40667,3,1,2,4,3,5,2,3,1,3,1,3,2,3,1,1,2,2,4,1,1,2,3,3,1,2,1,5,1,20,14,10,8,7,5,44
40668,3,1,4,2,1,1,2,4,2,5,4,5,4,2,4,4,2,5,2,5,3,2,2,2,2,1,5,1,2,12,10,9,5,5,5,31
40670,3,1,2,3,3,3,3,1,1,5,3,5,5,1,5,4,2,5,2,5,3,3,3,2,1,3,1,1,3,11,15,15,4,8,8,41
40672,2,1,4,2,1,2,2,5,4,1,4,5,5,4,2,5,2,4,2,3,1,1,2,4,1,1,2,3,2,15,13,7,6,6,4,35
40678,3,2,3,2,3,1,3,3,2,2,1,2,2,4,2,5,5,5,2,2,1,2,2,3,3,3,1,1,1,22,8,2,9,3,1,32
40682,3,2,3,2,3,1,3,3,2,2,1,2,2,4,2,5,5,5,2,2,1,2,2,3,3,3,1,1,1,21,8,2,9,3,1,31
40684,3,2,2,4,3,2,2,1,1,5,1,4,4,3,3,4,2,3,1,5,1,5,3,4,4,2,1,1,1,17,11,13,7,5,7,41
40685,2,1,3,2,2,2,3,3,1,5,1,4,2,2,1,2,4,2,2,3,3,2,2,2,1,2,2,1,1,14,10,11,6,5,6,35
40686,3,5,3,2,1,1,4,4,1,4,4,5,4,3,3,2,3,1,2,2,3,1,2,4,3,2,2,1,3,15,10,11,6,5,6,36
40688,2,2,1,4,3,3,3,2,1,5,4,5,4,4,3,4,2,1,2,5,1,1,2,2,2,2,1,3,2,10,12,10,4,6,5,32
40690,3,2,3,4,3,5,3,4,3,3,3,5,5,4,4,4,2,3,3,5,1,2,2,4,4,2,1,1,2,15,13,12,6,6,6,40
40691,3,2,2,4,3,5,2,3,2,3,3,5,4,3,3,4,2,2,2,5,1,1,3,2,4,2,1,1,1,14,14,14,6,7,7,42
40692,3,1,5,2,2,1,3,4,3,5,5,4,4,3,3,4,3,5,2,4,3,2,2,2,2,2,1,1,1,14,19,16,6,10,8,49
40693,2,2,3,3,4,4,3,1,1,5,4,5,5,3,3,3,3,3,2,5,1,2,4,1,4,2,1,1,2,16,13,14,6,6,7,43
40695,2,2,2,4,3,5,3,1,1,5,3,5,5,5,3,4,1,3,2,3,1,1,1,1,2,2,1,3,2,18,8,7,7,3,4,33
40699,3,1,2,4,3,1,2,2,1,5,3,5,4,5,2,4,2,1,2,5,3,2,4,2,2,2,1,1,3,15,15,12,6,8,6,42
40705,2,2,3,3,3,2,3,1,1,5,4,5,5,3,3,3,3,3,2,5,1,1,4,1,4,2,1,1,2,15,10,13,6,5,7,38
40709,2,1,3,4,3,5,3,1,1,5,3,5,5,3,3,3,2,1,2,3,1,1,2,5,4,2,3,1,3,16,12,11,6,6,6,39
40710,2,1,2,4,3,5,3,2,1,5,1,4,4,4,1,1,3,1,2,3,1,1,3,2,3,1,1,1,2,17,9,12,7,2,6,38
40712,3,1,2,4,3,5,3,2,1,5,3,1,5,3,3,4,1,1,2,2,1,4,4,2,2,2,5,2,3,13,10,14,5,5,7,37
40715,3,2,1,4,3,5,2,3,1,4,3,5,5,4,3,4,5,4,2,5,3,3,2,2,3,2,1,1,3,17,5,9,7,1,5,31
40717,2,1,2,4,3,2,2,2,2,2,1,5,4,3,3,4,3,4,2,3,3,4,2,2,3,3,2,3,1,14,10,9,6,5,5,33
40718,2,1,1,2,3,2,2,1,1,2,3,5,5,3,4,4,3,3,3,4,3,3,1,1,3,2,3,3,1,9,10,13,3,5,7,32
40719,3,1,4,2,1,1,3,4,3,4,4,2,4,3,2,5,1,4,2,2,3,2,2,2,3,2,1,1,2,17,8,8,7,3,4,33
40723,3,1,1,3,3,3,1,1,1,5,3,5,1,2,3,4,3,3,2,4,4,5,4,1,2,2,3,3,3,12,16,15,5,8,8,43
40724,2,1,2,3,3,3,3,2,1,5,5,4,5,3,3,5,5,3,2,5,1,1,2,2,3,2,5,1,1,14,10,15,6,5,8,39
40726,2,1,2,4,3,5,2,1,1,5,3,5,5,5,5,4,3,1,4,4,3,5,1,3,4,2,4,1,2,10,8,16,4,3,8,34
40727,3,1,2,4,3,2,2,3,1,4,2,4,4,2,3,4,2,4,1,2,3,2,2,2,2,2,2,1,2,17,5,14,7,1,7,36
40729,3,1,4,3,1,1,3,4,2,4,4,3,4,3,1,3,1,4,2,3,3,2,2,1,3,1,1,1,1,14,13,14,6,6,7,41
40730,3,1,2,4,3,1,2,2,2,2,4,5,5,3,4,1,1,3,3,5,3,5,3,2,2,2,1,1,2,11,18,16,4,10,8,45
40731,3,1,2,2,3,1,3,1,3,5,4,5,4,2,1,2,1,3,4,5,3,5,4,2,1,2,1,3,2,8,15,18,3,8,9,41
40733,2,1,3,3,3,3,3,2,1,5,4,5,5,1,4,2,3,3,3,5,3,2,2,2,3,2,3,6,2,14,14,13,6,7,7,41
40734,2,1,2,4,3,5,2,1,1,5,1,4,4,4,3,4,2,5,1,3,1,1,1,1,2,1,2,3,2,16,10,10,6,5,5,36
40735,3,1,2,4,3,1,2,5,3,4,1,3,2,3,1,2,1,4,2,3,1,3,2,4,3,2,1,1,1,20,9,11,8,2,6,40
40736,3,1,2,4,3,1,2,3,1,1,4,3,4,3,2,4,1,3,1,2,1,2,2,2,3,2,1,1,2,13,9,12,5,2,6,34
40738,2,1,1,4,3,2,2,3,1,5,4,2,4,3,2,3,2,3,1,2,3,2,2,2,3,4,5,1,2,18,13,12,7,6,6,43
40739,2,1,4,4,3,5,2,3,1,5,1,2,2,4,1,1,1,2,1,3,3,2,3,1,3,4,3,2,1,15,4,12,6,1,6,31
40740,2,1,4,3,3,3,2,3,1,5,1,2,4,3,2,4,2,4,2,3,1,1,2,3,3,3,5,1,2,18,11,11,7,5,6,40
40745,2,1,5,2,1,2,2,2,2,5,3,5,5,3,4,3,3,2,3,5,1,2,2,4,2,2,3,1,2,14,14,15,6,7,8,43
40753,2,1,2,4,3,5,2,1,3,5,4,3,5,2,4,2,1,1,3,4,1,4,4,2,1,2,1,1,2,13,7,9,5,3,5,29
40754,2,1,2,3,4,4,3,1,3,5,4,5,5,1,3,4,5,1,2,5,3,2,3,1,5,2,3,1,3,13,13,9,5,6,5,35
40757,2,1,2,4,3,5,2,2,2,5,3,5,3,4,3,5,5,1,3,5,3,4,4,4,3,4,3,1,5,13,13,14,5,6,7,40
40761,3,1,2,4,3,2,2,2,1,5,3,2,2,2,1,4,2,1,2,3,1,1,3,3,3,1,1,1,3,16,4,11,6,1,6,31
40762,2,1,4,2,1,2,3,1,1,5,1,2,4,3,2,4,2,1,2,3,3,3,3,1,1,2,1,1,3,13,12,11,5,6,6,36
40763,3,1,2,2,3,1,2,3,1,4,4,5,4,3,3,3,2,1,2,3,3,2,3,2,3,2,2,1,2,16,11,12,6,5,6,39
40764,3,1,2,4,3,1,2,3,1,4,4,4,4,3,3,3,1,1,1,3,2,1,3,2,2,2,1,1,1,11,8,14,4,3,7,33
40765,3,1,2,1,1,1,3,4,1,3,4,5,4,3,3,3,2,1,2,4,3,3,3,2,2,2,1,1,2,14,5,16,6,1,8,35
40767,2,1,5,2,1,2,2,3,3,5,4,3,5,2,2,4,2,1,2,3,1,1,1,1,3,2,2,1,2,13,9,13,5,2,7,35
40768,3,1,1,4,3,1,2,3,2,3,1,2,2,3,1,4,2,1,2,3,3,1,4,3,3,2,5,1,3,15,6,14,6,2,7,35
40770,2,1,2,2,2,2,3,3,3,5,3,4,4,3,4,4,2,1,1,3,3,1,2,2,2,2,2,1,1,19,4,12,8,1,6,35
40771,2,1,1,4,3,4,2,2,1,5,1,1,4,4,3,4,2,5,2,2,3,1,1,2,3,3,1,1,2,19,6,5,8,2,3,30
40772,2,1,1,2,1,1,3,4,1,5,3,5,5,1,4,5,5,3,2,5,1,5,1,4,1,2,1,1,2,18,12,12,7,6,6,42
40773,2,1,5,2,1,1,3,3,2,5,4,5,4,3,2,4,2,3,2,3,1,2,2,1,2,1,1,1,2,17,8,9,7,3,5,34
40775,3,1,2,4,3,2,2,2,1,2,5,2,2,3,2,4,5,5,2,3,3,2,1,2,3,5,5,1,1,21,4,9,9,1,5,34
40776,3,1,4,4,3,1,1,1,2,2,1,4,2,3,2,3,1,4,2,3,3,4,2,3,1,5,5,1,2,19,14,8,8,7,4,41
40777,3,1,1,4,3,3,2,2,1,5,3,2,4,4,3,3,2,5,2,2,3,1,1,4,3,2,2,1,2,17,8,8,7,3,4,33
40778,2,1,2,2,1,2,2,2,2,3,5,5,5,4,4,4,2,3,5,5,3,3,4,3,2,2,5,6,2,9,16,12,3,8,6,37
40779,2,1,1,4,3,5,2,1,2,4,5,5,5,3,3,4,2,3,5,5,3,3,5,5,3,2,3,1,2,12,8,10,5,3,5,30
40780,3,1,2,5,3,1,2,2,2,2,5,2,5,4,3,5,1,1,5,5,1,2,3,3,2,2,5,4,2,8,8,16,3,3,8,32
40784,2,5,2,4,3,3,2,1,1,5,3,3,4,2,2,5,5,5,2,5,3,2,2,4,2,2,1,5,2,13,11,13,5,5,7,37
40785,3,7,2,3,3,4,3,2,1,4,3,4,5,2,2,4,2,1,2,1,3,1,2,2,2,2,2,1,3,17,8,15,7,3,8,40
40786,2,2,1,2,3,2,3,4,2,5,4,5,5,2,3,4,2,5,2,5,3,3,2,4,1,2,1,1,3,13,8,13,5,3,7,34
40787,2,7,3,4,3,5,3,1,1,5,3,4,5,2,2,4,2,1,1,3,3,1,2,2,3,2,3,1,3,12,6,13,5,2,7,31
40788,3,3,4,4,3,1,3,3,1,5,4,4,5,1,1,4,1,3,2,1,3,1,2,1,1,2,4,1,1,16,12,7,6,6,4,35
40789,3,1,1,4,5,1,1,5,1,5,1,1,2,3,1,2,1,3,5,5,3,1,3,2,2,2,1,1,3,13,11,11,5,5,6,35
40792,3,1,5,5,3,5,1,1,1,5,3,5,5,5,4,4,5,1,4,5,3,2,5,4,4,2,1,1,2,14,15,15,6,8,8,44
40793,2,1,1,3,3,3,2,1,1,5,3,5,5,3,4,4,5,1,4,5,3,2,3,4,3,2,1,1,2,13,18,16,5,10,8,47
40794,3,1,1,3,3,2,1,1,1,5,3,5,5,5,4,4,5,1,4,5,3,2,5,4,4,2,1,1,2,14,14,15,6,7,8,43
40795,2,1,5,4,3,3,1,1,1,5,3,5,4,3,2,4,5,5,4,5,3,2,3,4,4,2,1,1,2,11,14,15,4,7,8,40
40796,2,1,2,3,3,4,3,2,1,2,4,5,5,3,3,4,2,3,1,3,3,2,2,2,3,2,2,1,2,13,20,11,5,10,6,44
40797,2,1,1,4,3,5,3,1,4,5,3,5,5,2,4,4,3,1,3,5,3,5,3,3,4,2,4,1,3,11,13,17,4,6,9,41
40799,3,2,3,1,3,2,4,5,2,3,2,2,2,3,2,3,2,3,3,2,3,3,2,2,2,3,4,6,3,11,16,13,4,8,7,40
40800,2,3,2,2,3,2,2,2,3,3,2,2,2,3,2,2,2,3,3,2,2,2,3,3,4,4,3,2,3,15,12,13,6,6,7,40
40803,2,1,1,4,3,4,3,2,1,5,3,5,4,3,4,4,2,1,2,3,2,3,3,2,3,2,1,4,3,13,10,12,5,5,6,35
40804,2,1,1,2,3,3,3,3,1,5,1,5,5,4,3,5,2,3,2,5,3,2,3,2,3,2,3,1,2,14,15,16,6,8,8,45
40805,3,1,1,3,3,2,2,2,2,3,3,3,4,3,3,2,1,1,2,5,3,3,2,3,3,2,1,3,3,15,15,11,6,8,6,41
40808,2,1,1,3,3,2,3,1,2,5,3,4,4,3,3,4,3,3,2,2,1,1,3,2,1,2,2,3,3,17,11,16,7,5,8,44
40810,2,1,2,4,3,3,3,3,1,4,3,5,4,4,3,3,4,2,2,5,2,1,2,1,3,2,4,1,1,18,10,13,7,5,7,41
40811,3,1,5,5,3,1,2,2,2,5,3,4,4,3,3,4,3,3,2,2,1,1,3,2,1,2,2,3,3,18,12,13,7,6,7,43
40815,2,1,1,3,3,2,3,1,2,5,3,4,4,3,3,4,3,3,2,2,1,1,3,2,1,2,2,3,3,19,11,16,8,5,8,46
40816,2,1,2,2,1,2,2,1,3,5,4,5,4,2,3,4,2,2,2,3,3,1,1,1,2,2,1,6,2,15,14,12,6,7,6,41
40817,3,1,2,4,3,1,2,5,1,5,4,4,4,3,2,2,1,2,1,3,3,1,4,1,3,2,1,1,1,17,9,10,7,2,5,36
40819,2,1,2,4,3,5,2,2,5,5,5,5,5,4,3,5,5,5,2,3,3,1,2,5,4,2,5,3,2,20,8,12,8,3,6,40
40820,2,1,2,2,3,2,3,3,1,5,3,4,4,2,1,4,2,3,2,5,3,2,2,4,1,2,2,1,2,16,9,10,6,2,5,35
40821,2,1,1,4,3,5,3,2,1,5,3,4,5,3,3,4,2,2,1,3,1,1,2,2,2,2,1,1,2,19,6,10,8,2,5,35
40822,3,1,1,4,3,2,1,1,3,5,3,5,5,1,4,4,2,1,4,5,3,5,4,4,3,2,3,3,3,6,14,21,2,7,10,41
40823,2,1,2,3,3,4,3,1,3,5,4,4,5,1,4,4,1,1,3,4,3,3,4,2,2,2,3,3,3,10,14,17,4,7,9,41
40824,2,1,5,4,3,5,3,1,2,5,3,3,3,3,2,2,3,4,2,3,1,1,2,2,3,1,1,1,2,14,8,7,6,3,4,29
40825,2,1,2,3,3,3,3,2,2,5,4,5,4,5,4,3,1,4,3,5,1,3,2,2,3,2,1,2,5,13,7,13,5,3,7,33
40827,3,2,2,5,3,5,3,2,1,5,1,4,4,2,3,3,3,1,2,3,3,2,3,1,1,1,3,3,3,13,10,12,5,5,6,35
40828,2,2,3,4,4,5,3,2,1,5,1,4,4,3,2,4,2,3,2,3,1,1,2,2,2,2,1,1,2,18,9,13,7,2,7,40
40830,3,2,2,2,1,2,3,3,2,5,3,5,5,3,4,4,3,5,2,3,3,4,3,5,3,2,3,1,3,9,15,15,3,8,8,39
40832,3,2,2,2,1,2,2,1,1,5,1,5,5,4,3,4,3,3,3,3,1,2,2,4,2,2,1,1,1,14,13,12,6,6,6,39
40833,2,2,1,4,3,5,3,1,1,5,3,5,2,3,3,3,1,4,2,3,1,1,2,4,3,2,1,1,2,23,8,7,10,3,4,38
40834,2,2,5,5,3,5,4,2,2,5,5,5,5,4,5,4,5,1,1,3,1,1,2,1,3,2,3,1,4,20,6,5,8,2,3,31
40837,3,2,2,1,1,1,2,3,2,5,1,5,5,4,4,4,3,2,3,5,3,4,2,4,4,2,1,1,2,13,14,17,5,7,9,44
40849,3,2,3,4,3,5,3,2,1,5,3,5,5,3,3,5,3,3,2,3,3,1,2,3,4,2,2,1,3,16,11,7,6,5,4,34
40852,3,1,1,2,1,1,3,5,4,5,4,3,4,4,1,3,1,3,2,2,3,1,2,2,2,2,1,1,2,15,9,12,6,2,6,36
40853,3,1,2,5,3,4,1,3,3,2,5,3,3,4,2,3,3,1,5,3,3,3,4,3,4,2,5,1,2,12,11,14,5,5,7,37
40855,2,1,1,4,4,5,3,1,4,5,3,5,5,4,3,4,2,2,3,3,1,4,2,2,3,4,2,1,3,14,14,13,6,7,7,41
40856,3,1,2,2,1,1,4,2,2,5,1,4,5,4,2,3,2,4,1,2,3,1,3,2,1,2,3,1,2,11,10,11,4,5,6,32
40860,3,1,2,2,2,1,4,4,1,5,1,5,5,3,3,1,1,2,3,3,3,1,1,1,1,3,1,1,2,14,8,12,6,3,6,34
40861,2,1,1,4,3,5,4,1,1,5,3,5,5,3,4,4,2,1,2,3,1,1,3,4,4,2,1,3,5,12,11,11,5,5,6,34
40863,3,1,2,4,3,1,3,3,1,5,4,2,4,3,2,3,2,5,2,2,3,2,1,2,2,2,1,1,1,15,9,10,6,2,5,34
40865,2,2,2,4,3,5,2,2,1,3,3,4,4,3,2,4,2,3,2,3,3,1,3,2,3,3,1,1,1,16,17,17,6,9,9,50
40866,3,2,2,2,2,1,4,2,1,5,4,5,4,2,3,4,2,3,2,5,3,2,2,3,4,2,1,1,2,11,11,15,4,5,8,37
40867,2,2,2,3,3,3,3,2,1,5,5,5,5,3,1,5,5,3,3,5,3,1,2,3,2,5,1,4,2,19,5,10,8,1,5,34
40872,2,2,3,2,1,1,4,3,3,5,4,5,5,3,4,3,2,5,2,5,3,2,2,4,3,2,5,1,2,18,10,5,7,5,3,33
40873,3,2,2,4,3,5,3,2,1,5,4,5,4,3,3,4,2,5,2,5,3,1,2,5,3,2,5,1,1,13,16,8,5,8,4,37
50001,1,3,2,4,3,5,4,2,1,5,3,5,4,2,5,2,4,4,2,4,1,3,4,5,3,4,2,1,2,13,10,18,5,5,9,41
50002,3,1,2,3,3,1,2,2,1,5,4,2,4,2,3,2,1,2,2,3,3,2,3,2,3,4,1,1,2,13,12,10,5,6,5,35
50003,3,1,3,4,3,5,3,3,2,4,5,5,5,4,2,4,1,3,2,3,1,1,2,2,3,3,1,1,2,16,5,10,6,1,5,31
50004,1,4,5,3,3,2,4,1,2,5,5,2,4,3,3,4,3,5,2,3,1,1,2,3,2,2,5,6,3,13,12,10,5,6,5,35
50005,1,1,2,3,3,5,2,2,2,4,5,4,4,3,3,4,2,1,2,3,3,1,2,2,2,1,2,1,2,16,7,12,6,3,6,35
50006,1,1,2,2,1,2,3,2,1,5,5,5,5,2,3,4,3,3,2,5,3,2,2,1,1,2,1,1,5,10,15,14,4,8,7,39
50007,3,4,2,4,3,5,3,2,2,4,1,2,4,4,2,4,2,2,2,3,3,1,2,2,3,3,1,1,2,14,10,12,6,5,6,36
50008,1,3,2,4,3,5,4,1,2,4,5,5,3,3,3,3,5,5,2,3,3,1,1,2,3,1,3,1,1,15,6,12,6,2,6,33
50009,1,4,5,4,3,5,4,3,1,2,1,3,4,4,2,3,3,2,2,3,1,1,2,2,1,3,5,1,2,14,4,9,6,1,5,27
50010,1,4,2,4,3,5,5,2,1,3,3,4,4,4,2,4,2,2,2,3,1,1,2,4,3,5,5,1,2,15,3,7,6,1,4,25
50011,1,1,1,3,3,2,4,2,2,5,5,5,5,3,3,2,4,2,2,3,3,2,2,4,3,3,5,1,5,11,5,14,4,1,7,30
50012,1,1,3,3,3,4,4,1,1,4,3,5,5,4,3,4,3,2,2,4,3,2,2,1,2,3,3,1,4,10,8,16,4,3,8,34
50013,1,1,4,2,1,2,4,3,1,5,5,5,5,3,3,5,5,3,2,3,1,2,2,2,1,1,5,1,2,18,7,7,7,3,4,32
50014,1,4,1,3,3,2,4,2,1,4,1,4,2,3,2,2,3,2,2,3,1,1,2,2,2,2,4,1,2,13,11,12,5,5,6,36
50015,3,4,4,3,3,3,3,2,2,2,4,4,5,4,3,4,1,2,2,3,3,1,3,2,3,2,3,1,2,14,7,10,6,3,5,31
